id,feedback,aspects,aspect_sentiments,source_channel
910,covrage has been flawless in Indore lately.,"[""network_coverage""]","{""network_coverage"": ""positive""}",survey
911,Everything working perfectly in Madurai. 5G fast network reliable calls clear.,"[""5g_experience"", ""network_coverage"", ""call_quality""]","{""5g_experience"": ""positive"", ""network_coverage"": ""positive"", ""call_quality"": ""positive""}",complaint_ticket
912,The 5G experience in Gurgaon has genuinely exceeded all of my initial expectations by a significant margin. I am getting consistent speeds above 250 Mbps throughout the entire day without any noticeable fluctuation. The remarkably low latency has made cloud gaming and 4K streaming absolutely seamless on my mobile device.,"[""5g_experience""]","{""5g_experience"": ""positive""}",app_review
913,"network not best not worst in kolkata, standard","[""network_coverage""]","{""network_coverage"": ""neutral""}",app_review
914,Complete failure on all fronts in Warangal. 5G never connects. Network drops randomly. Call quality terrible with static and disconnections. Seriously considering switching to competitor. I expected much better from a major operator that advertises heavily about their 5G.,"[""5g_experience"", ""network_coverage"", ""call_quality""]","{""5g_experience"": ""negative"", ""network_coverage"": ""negative"", ""call_quality"": ""negative""}",complaint_ticket
915,"outstanding call clarity in patna, v happy","[""call_quality""]","{""call_quality"": ""positive""}",complaint_ticket
916,"the reliability of the network in jaipur is absolutely commendable and worth mentioning, not a single outage in the entire six months of my usage so far, coverage remains strong throughout the day regardless of whether it is peak or off peak hours, this is exactly the kind of dependable service telecom should deliver","[""network_coverage""]","{""network_coverage"": ""positive""}",twitter
917,Audio keeps cutting out mid-sentence. Very frustrating.,"[""call_quality""]","{""call_quality"": ""negative""}",app_review
918,Both call quality and network coverage deteriorated in Bandra this month. Every other call drops midway and new dead zones appeared in areas that previously had full signal. Something went wrong with recent tower changes. The call quality used to be acceptable but has gotten much worse over recent weeks.,"[""call_quality"", ""network_coverage""]","{""call_quality"": ""negative"", ""network_coverage"": ""negative""}",survey
919,Impressed with both 5G performance and call quality in Agra. Speeds above 300 Mbps and voice calls over VoNR noticeably clearer than what I experienced on VoLTE. Both working at premium level. Cloud gaming and streaming work flawlessly without any buffering or lag whatsoever.,"[""5g_experience"", ""call_quality""]","{""5g_experience"": ""positive"", ""call_quality"": ""positive""}",app_review
920,5G claim is marketing fluff in Navi Mumbai. Yes technically connects to 5G but speeds nowhere near expected. Getting 150 Mbps which is marginally better than 4G experience. For premium charged this is disappointing and misleading. For the extra money they charge for the 5G plan this experience is not acceptable.,"[""5g_experience""]","{""5g_experience"": ""negative""}",twitter
921,"network neither good nor bad but 5g where available is excellent in ghaziabad, in the few spots where i get 5g signal the speeds r impressive at 400 mbps, wish neutral coverage would improve to match 5g quality. I have no strong feelings about it either way compared to other operators available.","[""network_coverage"", ""5g_experience""]","{""network_coverage"": ""neutral"", ""5g_experience"": ""positive""}",survey
922,5G has been a game changer for daily usage.,"[""5g_experience""]","{""5g_experience"": ""positive""}",complaint_ticket
923,5G okay nothing special but network coverage great in Mumbai near station.,"[""5g_experience"", ""network_coverage""]","{""5g_experience"": ""neutral"", ""network_coverage"": ""positive""}",complaint_ticket
924,Call quality has been the strongest point for me with this telecom operator. Whether I am calling locally within Trivandrum or making long distance calls across the entire country the clarity is consistently excellent. No frustrating delays no annoying echoes and no unexpected drops at all.,"[""call_quality""]","{""call_quality"": ""positive""}",app_review
925,I am thoroughly impressed with the consistent call quality this operator provides to its customers. Even during peak evening hours when network congestion could easily affect voice quality my calls remain crystal clear without any distortion. The echo cancellation and noise reduction technology seem to work absolutely flawlessly every time.,"[""call_quality""]","{""call_quality"": ""positive""}",survey
926,The call quality is neither impressive nor disappointing. Standard cellular calling experience where most calls go through fine but occasionally slight quality dip. Nothing to make me switch operators but nothing to specifically recommend them for either. I have no strong opinion about it since it meets minimum expectations adequately.,"[""call_quality""]","{""call_quality"": ""neutral""}",survey
927,Crystal clear call qlity. No drops at all.,"[""call_quality""]","{""call_quality"": ""positive""}",survey
928,I have been testing the 5G systematically across multiple locations in Kochi for the past month and the results are consistently impressive. Whether at my office in near station or at home or in shopping areas I get solid 5G signal with speeds never dropping below 300 Mbps. A genuine upgrade over 4G.,"[""5g_experience""]","{""5g_experience"": ""positive""}",app_review
929,5G experience is middling in Nagpur but network coverage has been solid. The 5G speeds are not impressive but at least the basic connectivity is reliable everywhere I go in the city. For my daily browsing and social media usage the difference is barely perceptible honestly.,"[""5g_experience"", ""network_coverage""]","{""5g_experience"": ""neutral"", ""network_coverage"": ""positive""}",twitter
930,Network coverage gets worse every monsoon season in Nashik. Same tower same problem for three years. Infrastructure clearly cannot handle wet weather and this basic reliability issue should have been fixed years ago. Completely unacceptable. I have complained multiple times but nothing has been done to fix this issue.,"[""network_coverage""]","{""network_coverage"": ""negative""}",complaint_ticket
931,"excellent 5g speeds in faridabad but network drops completely in bus stand near home, fast when connected but lose signal entirely in certain spots which defeats the purpose of the premium plan. The low latency has transformed how I use mobile internet for work and entertainment.","[""5g_experience"", ""network_coverage""]","{""5g_experience"": ""positive"", ""network_coverage"": ""negative""}",complaint_ticket
932,"5g unremarkable in my experience but call quality has degraded this month in pune, voice calls now have slight echo that was not there before, data speeds r okay but the voice regression is noticeable. I expected more from the upgrade but it is what it is at this price point.","[""5g_experience"", ""call_quality""]","{""5g_experience"": ""neutral"", ""call_quality"": ""negative""}",twitter
933,Network coverage adequate and 5G speeds average in Indiranagar.,"[""network_coverage"", ""5g_experience""]","{""network_coverage"": ""neutral"", ""5g_experience"": ""neutral""}",customer_care_chat
